==========
Args:Namespace(dataset='datasets/eccv16_dataset_summe_google_pool5.h5', userscore='datasets/summarizer_dataset_tvsum_google_pool5.h5', split='datasets/summe_splits_2.json', split_id=2, metric='summe', input_dim=1024, hidden_dim=512, num_layers=2, rnn_cell='gru', lr=1e-05, weight_decay=1e-05, max_epoch=60, stepsize=30, gamma=0.1, num_episode=5, beta=0.01, seed=1, gpu='0', use_cpu=False, evaluate=False, save_dir='log/imgtext/attn_capsum2_gru_768_e1_s2_lcost_rimgsum/summe-split2-mode1-e60', resume='', verbose=True, save_results=True, reward_mode=1, text_embedding='./dataset_img2text/text_embedding/summe/llava-v1.6-mistral-7b-hf/v1/mpnet/')
==========
Currently using GPU 0
Initialize dataset datasets/eccv16_dataset_summe_google_pool5.h5
# total videos 25. # train videos 20. # test videos 5
Initialize model
==> Start training
epoch 1/60	 reward 1.5381278276443482	 loss 5.233737945556641
epoch 2/60	 reward 1.5360427176952363	 loss 5.077768325805664
epoch 3/60	 reward 1.5364342820644379	 loss 4.244513034820557
epoch 4/60	 reward 1.5364921772480011	 loss 4.005299091339111
epoch 5/60	 reward 1.5371265602111817	 loss 3.3985328674316406
epoch 6/60	 reward 1.5375243127346039	 loss 3.334857940673828
epoch 7/60	 reward 1.5362077319622038	 loss 2.869140625
epoch 8/60	 reward 1.537526807785034	 loss 2.748852252960205
epoch 9/60	 reward 1.5360967111587525	 loss 2.360886573791504
epoch 10/60	 reward 1.537296190261841	 loss 2.0142953395843506
epoch 11/60	 reward 1.5363707792758943	 loss 1.8758695125579834
epoch 12/60	 reward 1.5354417693614961	 loss 1.7160170078277588
epoch 13/60	 reward 1.53671701669693	 loss 1.3802485466003418
epoch 14/60	 reward 1.5337748670578004	 loss 1.1597319841384888
epoch 15/60	 reward 1.5366582298278806	 loss 1.2544746398925781
epoch 16/60	 reward 1.5374024128913877	 loss 1.170392394065857
epoch 17/60	 reward 1.5362999236583712	 loss 0.9337559938430786
epoch 18/60	 reward 1.5373246717453002	 loss 0.9047958254814148
epoch 19/60	 reward 1.5367280149459839	 loss 0.7931215763092041
epoch 20/60	 reward 1.5365579450130462	 loss 0.6651414632797241
epoch 21/60	 reward 1.5361219358444216	 loss 0.6016631126403809
epoch 22/60	 reward 1.536596645116806	 loss 0.5128053426742554
epoch 23/60	 reward 1.5368735682964325	 loss 0.508435070514679
epoch 24/60	 reward 1.536465713977814	 loss 0.4757540225982666
epoch 25/60	 reward 1.536045026779175	 loss 0.3737764358520508
epoch 26/60	 reward 1.5361087834835052	 loss 0.35387012362480164
epoch 27/60	 reward 1.5364347732067105	 loss 0.3441402316093445
epoch 28/60	 reward 1.5363382923603057	 loss 0.33323556184768677
epoch 29/60	 reward 1.5352920746803285	 loss 0.2971811890602112
epoch 30/60	 reward 1.5379363036155702	 loss 0.2747372090816498
epoch 31/60	 reward 1.5369595980644226	 loss 0.22894787788391113
epoch 32/60	 reward 1.5365799117088321	 loss 0.20531892776489258
epoch 33/60	 reward 1.5363263761997223	 loss 0.17513301968574524
epoch 34/60	 reward 1.5365284323692323	 loss 0.17674803733825684
epoch 35/60	 reward 1.5368056070804597	 loss 0.14273296296596527
epoch 36/60	 reward 1.5376025652885434	 loss 0.1552782654762268
epoch 37/60	 reward 1.5365357530117034	 loss 0.129464790225029
epoch 38/60	 reward 1.5376052784919738	 loss 0.10290145874023438
epoch 39/60	 reward 1.5364375996589663	 loss 0.09192635118961334
epoch 40/60	 reward 1.5375070559978483	 loss 0.09298226237297058
epoch 41/60	 reward 1.5361424326896667	 loss 0.09112988412380219
epoch 42/60	 reward 1.5366266858577728	 loss 0.06149980425834656
epoch 43/60	 reward 1.5362601947784422	 loss 0.05203648656606674
epoch 44/60	 reward 1.5380063986778256	 loss 0.07490269839763641
epoch 45/60	 reward 1.5370836806297303	 loss 0.05973383039236069
epoch 46/60	 reward 1.5376890397071838	 loss 0.06170061230659485
epoch 47/60	 reward 1.5374008476734162	 loss 0.0486888587474823
epoch 48/60	 reward 1.5364314842224123	 loss 0.051569998264312744
epoch 49/60	 reward 1.537569736242294	 loss 0.029044706374406815
epoch 50/60	 reward 1.5366027855873108	 loss 0.029767217114567757
epoch 51/60	 reward 1.5364676260948182	 loss 0.07590720802545547
epoch 52/60	 reward 1.5374480938911437	 loss 0.019271662458777428
epoch 53/60	 reward 1.5365473616123198	 loss 0.015697872266173363
epoch 54/60	 reward 1.5365895783901213	 loss 0.021306954324245453
epoch 55/60	 reward 1.5383730459213258	 loss 0.026253072544932365
epoch 56/60	 reward 1.536685606241226	 loss -0.014249050989747047
epoch 57/60	 reward 1.536605327129364	 loss 0.026745468378067017
epoch 58/60	 reward 1.5388548290729522	 loss 0.02080068551003933
epoch 59/60	 reward 1.5389421689510345	 loss 0.0190352164208889
epoch 60/60	 reward 1.5365037643909454	 loss 0.01696108654141426
==> Test
---  --------  -------
No.  Video     F-score
1    video_10  27.7%
2    video_13  29.1%
3    video_19  60.8%
4    video_23  58.3%
5    video_9   51.3%
---  --------  -------
Average F1-score 45.4%
Finished. Total elapsed time (h:m:s): 0:00:10
Model saved to log/imgtext/attn_capsum2_gru_768_e1_s2_lcost_rimgsum/summe-split2-mode1-e60/summe_model_epoch_60_split_id_2-gru.pth.tar
