==========
Args:Namespace(dataset='datasets/eccv16_dataset_tvsum_google_pool5.h5', userscore='datasets/summarizer_dataset_tvsum_google_pool5.h5', split='datasets/tvsum_splits_2.json', split_id=0, metric='tvsum', input_dim=1024, hidden_dim=512, num_layers=2, rnn_cell='gru', lr=1e-05, weight_decay=1e-05, max_epoch=60, stepsize=30, gamma=0.1, num_episode=5, beta=0.01, seed=1, gpu='0', use_cpu=False, evaluate=False, save_dir='log/imgtext/attn_capsum2_gru_768_e1_s2_lcost_rimgsum/tvsum-split0-mode1-e60', resume='', verbose=True, save_results=True, reward_mode=1, text_embedding='./dataset_img2text/text_embedding/tvsum/llava-v1.6-mistral-7b-hf/v1/mpnet/')
==========
Currently using GPU 0
Initialize dataset datasets/eccv16_dataset_tvsum_google_pool5.h5
# total videos 50. # train videos 40. # test videos 10
Initialize model
==> Start training
epoch 1/60	 reward 1.4044301545619966	 loss 4.727124214172363
epoch 2/60	 reward 1.4052978467941284	 loss 4.525953769683838
epoch 3/60	 reward 1.4057804816961288	 loss 4.037149906158447
epoch 4/60	 reward 1.4039727860689162	 loss 3.5088553428649902
epoch 5/60	 reward 1.4048539912700653	 loss 3.0306506156921387
epoch 6/60	 reward 1.4030104053020476	 loss 2.7204713821411133
epoch 7/60	 reward 1.4030054271221162	 loss 2.4195237159729004
epoch 8/60	 reward 1.4033142745494842	 loss 2.30523681640625
epoch 9/60	 reward 1.403729455471039	 loss 1.9112675189971924
epoch 10/60	 reward 1.4032644933462144	 loss 1.7769830226898193
epoch 11/60	 reward 1.4030440819263457	 loss 1.679323434829712
epoch 12/60	 reward 1.4031321209669114	 loss 1.4725466966629028
epoch 13/60	 reward 1.4033476847410202	 loss 1.340704321861267
epoch 14/60	 reward 1.4030846166610718	 loss 1.257416844367981
epoch 15/60	 reward 1.4032729840278626	 loss 1.0236690044403076
epoch 16/60	 reward 1.4046154642105102	 loss 0.9254977703094482
epoch 17/60	 reward 1.4041692048311234	 loss 0.8049185872077942
epoch 18/60	 reward 1.4038250696659087	 loss 0.7587458491325378
epoch 19/60	 reward 1.4023341155052185	 loss 0.7293099164962769
epoch 20/60	 reward 1.4037070244550705	 loss 0.6873844861984253
epoch 21/60	 reward 1.4046618461608884	 loss 0.5701905488967896
epoch 22/60	 reward 1.404845740199089	 loss 0.5327984094619751
epoch 23/60	 reward 1.4035384303331377	 loss 0.4783189594745636
epoch 24/60	 reward 1.4039050132036208	 loss 0.4239197373390198
epoch 25/60	 reward 1.4029596090316772	 loss 0.37334173917770386
epoch 26/60	 reward 1.4039629912376406	 loss 0.3691915273666382
epoch 27/60	 reward 1.4028775388002397	 loss 0.3033531606197357
epoch 28/60	 reward 1.4034016185998919	 loss 0.2877783477306366
epoch 29/60	 reward 1.4051334649324416	 loss 0.2635855972766876
epoch 30/60	 reward 1.4041046160459518	 loss 0.20292708277702332
epoch 31/60	 reward 1.4045849436521531	 loss 0.2029729187488556
epoch 32/60	 reward 1.4039222085475922	 loss 0.19721417129039764
epoch 33/60	 reward 1.4040256673097609	 loss 0.18133392930030823
epoch 34/60	 reward 1.4039499241113662	 loss 0.14186835289001465
epoch 35/60	 reward 1.403051502108574	 loss 0.11714348942041397
epoch 36/60	 reward 1.4055244797468185	 loss 0.12488552927970886
epoch 37/60	 reward 1.4053231292963029	 loss 0.09469311684370041
epoch 38/60	 reward 1.4055487406253815	 loss 0.09582459926605225
epoch 39/60	 reward 1.405743950009346	 loss 0.09123806655406952
epoch 40/60	 reward 1.4053408735990525	 loss 0.06887457519769669
epoch 41/60	 reward 1.4055200743675231	 loss 0.08099395781755447
epoch 42/60	 reward 1.4052963036298751	 loss 0.05891917645931244
epoch 43/60	 reward 1.4042735385894776	 loss 0.05995616316795349
epoch 44/60	 reward 1.405381037592888	 loss 0.05201166868209839
epoch 45/60	 reward 1.4061945647001266	 loss 0.042218104004859924
epoch 46/60	 reward 1.4056093758344652	 loss 0.04948066547513008
epoch 47/60	 reward 1.4059140926599503	 loss 0.043599244207143784
epoch 48/60	 reward 1.40597856760025	 loss 0.04020538181066513
epoch 49/60	 reward 1.4059199762344359	 loss 0.01822488382458687
epoch 50/60	 reward 1.4060257452726366	 loss 0.03051629476249218
epoch 51/60	 reward 1.407386782169342	 loss 0.024134652689099312
epoch 52/60	 reward 1.4063517093658446	 loss 0.03228243067860603
epoch 53/60	 reward 1.4054252296686172	 loss 0.007564207073301077
epoch 54/60	 reward 1.4060006976127624	 loss 0.027300799265503883
epoch 55/60	 reward 1.4068561524152756	 loss 0.038049764931201935
epoch 56/60	 reward 1.4065503376722337	 loss 0.01395829301327467
epoch 57/60	 reward 1.406559334397316	 loss 0.020831400528550148
epoch 58/60	 reward 1.4077168917655944	 loss 0.02053866535425186
epoch 59/60	 reward 1.4068302667140962	 loss 0.013143066316843033
epoch 60/60	 reward 1.4073874551057814	 loss 0.01090778224170208
==> Test
---  --------  -------
No.  Video     F-score
1    video_14  51.6%
2    video_22  59.5%
3    video_31  66.9%
4    video_34  59.3%
5    video_38  52.0%
6    video_43  67.4%
7    video_45  72.7%
8    video_5   71.7%
9    video_6   66.5%
10   video_8   47.6%
---  --------  -------
Average F1-score 61.5%
Finished. Total elapsed time (h:m:s): 0:00:22
Model saved to log/imgtext/attn_capsum2_gru_768_e1_s2_lcost_rimgsum/tvsum-split0-mode1-e60/tvsum_model_epoch_60_split_id_0-gru.pth.tar
