==========
Args:Namespace(dataset='datasets/eccv16_dataset_summe_google_pool5.h5', userscore='datasets/summarizer_dataset_tvsum_google_pool5.h5', split='datasets/summe_splits_2.json', split_id=0, metric='summe', input_dim=1024, hidden_dim=512, num_layers=2, rnn_cell='gru', lr=1e-05, weight_decay=1e-05, max_epoch=60, stepsize=30, gamma=0.1, num_episode=5, beta=0.01, seed=1, gpu='0', use_cpu=False, evaluate=False, save_dir='log/imgtext/attn_capsum2_gru_768_e1_s2_lcost_rimgsum/summe-split0-mode1-e60', resume='', verbose=True, save_results=True, reward_mode=1, text_embedding='./dataset_img2text/text_embedding/summe/llava-v1.6-mistral-7b-hf/v1/mpnet/')
==========
Currently using GPU 0
Initialize dataset datasets/eccv16_dataset_summe_google_pool5.h5
# total videos 25. # train videos 20. # test videos 5
Initialize model
==> Start training
epoch 1/60	 reward 1.5290171873569487	 loss 5.240988254547119
epoch 2/60	 reward 1.5303865039348603	 loss 5.190786838531494
epoch 3/60	 reward 1.5305585539340976	 loss 4.453119277954102
epoch 4/60	 reward 1.529339267015457	 loss 3.9753692150115967
epoch 5/60	 reward 1.530331516265869	 loss 3.3437275886535645
epoch 6/60	 reward 1.5296813857555391	 loss 3.2172203063964844
epoch 7/60	 reward 1.5287243723869326	 loss 2.8231565952301025
epoch 8/60	 reward 1.529126830101013	 loss 2.358691692352295
epoch 9/60	 reward 1.5299329948425293	 loss 2.1313869953155518
epoch 10/60	 reward 1.5297444415092467	 loss 2.058994770050049
epoch 11/60	 reward 1.5278120195865632	 loss 1.8230072259902954
epoch 12/60	 reward 1.5288891446590425	 loss 1.6602121591567993
epoch 13/60	 reward 1.5291486883163452	 loss 1.549609899520874
epoch 14/60	 reward 1.5299160361289976	 loss 1.3746442794799805
epoch 15/60	 reward 1.5284669280052186	 loss 1.2040349245071411
epoch 16/60	 reward 1.5298102009296417	 loss 1.187343716621399
epoch 17/60	 reward 1.5290053236484529	 loss 0.9365741014480591
epoch 18/60	 reward 1.5297861444950103	 loss 0.9633852243423462
epoch 19/60	 reward 1.5299969279766084	 loss 0.7122749090194702
epoch 20/60	 reward 1.5288396883010864	 loss 0.7422070503234863
epoch 21/60	 reward 1.5290399742126464	 loss 0.7028950452804565
epoch 22/60	 reward 1.5288476634025572	 loss 0.5859676003456116
epoch 23/60	 reward 1.5292513489723205	 loss 0.5608211159706116
epoch 24/60	 reward 1.5293537843227385	 loss 0.4537462592124939
epoch 25/60	 reward 1.5302851009368896	 loss 0.4294128119945526
epoch 26/60	 reward 1.5283378469944	 loss 0.3266937732696533
epoch 27/60	 reward 1.5296151638031006	 loss 0.3676324784755707
epoch 28/60	 reward 1.5297221052646637	 loss 0.3225623667240143
epoch 29/60	 reward 1.5276856553554536	 loss 0.27058637142181396
epoch 30/60	 reward 1.5309384083747863	 loss 0.26280084252357483
epoch 31/60	 reward 1.5276719391345979	 loss 0.2288845330476761
epoch 32/60	 reward 1.5305603313446043	 loss 0.22520901262760162
epoch 33/60	 reward 1.5280605232715607	 loss 0.1796819567680359
epoch 34/60	 reward 1.5301627135276799	 loss 0.16717498004436493
epoch 35/60	 reward 1.5312004232406617	 loss 0.15970687568187714
epoch 36/60	 reward 1.5296942675113676	 loss 0.1311468780040741
epoch 37/60	 reward 1.5304631328582765	 loss 0.1431087702512741
epoch 38/60	 reward 1.5294794404506682	 loss 0.11553549766540527
epoch 39/60	 reward 1.5303338491916656	 loss 0.10285849124193192
epoch 40/60	 reward 1.530678107738495	 loss 0.09400737285614014
epoch 41/60	 reward 1.5285290825366973	 loss 0.07809270918369293
epoch 42/60	 reward 1.5282271134853365	 loss 0.06817808747291565
epoch 43/60	 reward 1.5286211144924164	 loss 0.06603933125734329
epoch 44/60	 reward 1.5292111337184908	 loss 0.0448019802570343
epoch 45/60	 reward 1.5282125961780548	 loss 0.04555121064186096
epoch 46/60	 reward 1.5295648932456969	 loss 0.05449383333325386
epoch 47/60	 reward 1.5289781093597412	 loss 0.05018508806824684
epoch 48/60	 reward 1.5289366400241853	 loss 0.064539834856987
epoch 49/60	 reward 1.5300345396995545	 loss 0.02716592699289322
epoch 50/60	 reward 1.5290746641159056	 loss 0.034237660467624664
epoch 51/60	 reward 1.5299154400825503	 loss 0.03876768797636032
epoch 52/60	 reward 1.5279953289031982	 loss 0.01963287778198719
epoch 53/60	 reward 1.5292922699451448	 loss 0.017797093838453293
epoch 54/60	 reward 1.5287796878814697	 loss 0.01885819248855114
epoch 55/60	 reward 1.5308419108390807	 loss 0.023111538961529732
epoch 56/60	 reward 1.5300957357883456	 loss 0.011985665187239647
epoch 57/60	 reward 1.5296591377258302	 loss -0.002790439873933792
epoch 58/60	 reward 1.530793273448944	 loss 0.011647580191493034
epoch 59/60	 reward 1.5299552595615387	 loss 0.017152603715658188
epoch 60/60	 reward 1.5298837745189666	 loss 0.005547801032662392
==> Test
---  --------  -------
No.  Video     F-score
1    video_16  28.6%
2    video_21  17.4%
3    video_25  77.7%
4    video_4   67.5%
5    video_9   51.3%
---  --------  -------
Average F1-score 48.5%
Finished. Total elapsed time (h:m:s): 0:00:09
Model saved to log/imgtext/attn_capsum2_gru_768_e1_s2_lcost_rimgsum/summe-split0-mode1-e60/summe_model_epoch_60_split_id_0-gru.pth.tar
